human_gene_id	mouse_gene_id	human_symbol	mouse_symbol	symbol_match
1149	12683	CIDEA	Cidea	match
1152	12709	CKB	Ckb	match
1153	12696	CIRBP	Cirbp	match
1154	12700	CISH	Cish	match
1155	66411	TBCB	Tbcb	match
1158	12715	CKM	Ckm	match
1159	12716	CKMT1B	Ckmt1	human_extra_suffix
1160	76722	CKMT2	Ckmt2	match
1161	71991	ERCC8	Ercc8	match
1163	54124	CKS1B	Cks1b	match
1164	66197	CKS2	Cks2	match
1173	11773	AP2M1	Ap2m1	match
1174	11769	AP1S1	Ap1s1	match
1175	232910	AP2S1	Ap2s1	match
1176	11777	AP3S1	Ap3s1	match
1179	23844	CLCA1	Clca1	match
1180	12723	CLCN1	Clcn1	match
1181	12724	CLCN2	Clcn2	match
1182	12725	CLCN3	Clcn3	match
1183	12727	CLCN4	Clcn4	match
1184	12728	CLCN5	Clcn5	match
1185	26372	CLCN6	Clcn6	match
1186	26373	CLCN7	Clcn7	match
1191	12759	CLU	Clu	match
1192	114584	CLIC1	Clic1	match
1195	12747	CLK1	Clk1	match
1196	12748	CLK2	Clk2	match
1198	102414	CLK3	Clk3	match
1200	12751	TPP1	Tpp1	match
1201	12752	CLN3	Cln3	match
1203	211286	CLN5	Cln5	match
1207	12729	CLNS1A	Clns1a	match
1208	109791	CLPS	Clps	match
1209	56457	CLPTM1	Clptm1	match
1211	12757	CLTA	Clta	match
1212	74325	CLTB	Cltb	match
1213	67300	CLTC	Cltc	match
1215	17228	CMA1	Cma1	match
1230	12768	CCR1	Ccr1	match
1232	12771	CCR3	Ccr3	match
1233	12773	CCR4	Ccr4	match
1235	12458	CCR6	Ccr6	match
1236	12775	CCR7	Ccr7	match
1237	12776	CCR8	Ccr8	match
1238	59289	ACKR2	Ackr2	match
1240	14747	CMKLR1	Cmklr1	match
1241	16995	LTB4R	Ltb4r1	mouse_extra_suffix
1244	12780	ABCC2	Abcc2	match
1258	333329	CNGB1	Cngb1	match
1259	12788	CNGA1	Cnga1	match
1260	12789	CNGA2	Cnga2	match
1261	12790	CNGA3	Cnga3	match
1262	233649	CNGA4	Cnga4	match
1263	12795	PLK3	Plk3	match
1264	12797	CNN1	Cnn1	match
1265	12798	CNN2	Cnn2	match
1266	71994	CNN3	Cnn3	match
1267	12799	CNP	Cnp	match
1268	12801	CNR1	Cnr1	match
1269	12802	CNR2	Cnr2	match
1270	12803	CNTF	Cntf	match
1271	12804	CNTFR	Cntfr	match
1272	12805	CNTN1	Cntn1	match
1277	12842	COL1A1	Col1a1	match
1278	12843	COL1A2	Col1a2	match
1280	12824	COL2A1	Col2a1	match
1281	12825	COL3A1	Col3a1	match
1282	12826	COL4A1	Col4a1	match
1284	12827	COL4A2	Col4a2	match
1285	12828	COL4A3	Col4a3	match
1286	12829	COL4A4	Col4a4	match
1287	12830	COL4A5	Col4a5	match
1288	94216	COL4A6	Col4a6	match
1289	12831	COL5A1	Col5a1	match
1290	12832	COL5A2	Col5a2	match
1291	12833	COL6A1	Col6a1	match
1292	12834	COL6A2	Col6a2	match
1293	12835	COL6A3	Col6a3	match
1294	12836	COL7A1	Col7a1	match
1295	12837	COL8A1	Col8a1	match
1296	329941	COL8A2	Col8a2	match
1297	12839	COL9A1	Col9a1	match
1298	12840	COL9A2	Col9a2	match
1299	12841	COL9A3	Col9a3	match
1300	12813	COL10A1	Col10a1	match
1301	12814	COL11A1	Col11a1	match
1302	12815	COL11A2	Col11a2	match
1303	12816	COL12A1	Col12a1	match
1305	12817	COL13A1	Col13a1	match
1306	12819	COL15A1	Col15a1	match
1307	107581	COL16A1	Col16a1	match
1308	12821	COL17A1	Col17a1	match
1310	12823	COL19A1	Col19a1	match
1311	12845	COMP	Comp	match
1312	12846	COMT	Comt	match
1314	12847	COPA	Copa	match
1315	70349	COPB1	Copb1	match
1316	23849	KLF6	Klf6	match
1317	20529	SLC31A1	Slc31a1	match
1318	20530	SLC31A2	Slc31a2	match
1325	12854	CORT	Cort	match
1326	26410	MAP3K8	Map3k8	match
1327	12857	COX4I1	Cox4i1	match
1329	12859	COX5B	Cox5b	match
1337	12861	COX6A1	Cox6a1	match
1339	12862	COX6A2	Cox6a2	match
1340	110323	COX6B1	Cox6b1	match
1345	12864	COX6C	Cox6c	match
1346	12865	COX7A1	Cox7a1	match
1347	12866	COX7A2	Cox7a2	match
1349	66142	COX7B	Cox7b	match
1350	12867	COX7C	Cox7c	match
1351	12868	COX8A	Cox8a	match
1352	70383	COX10	Cox10	match
1353	69802	COX11	Cox11	match
1355	226139	COX15	Cox15	match
1356	12870	CP	Cp	match
1357	109697	CPA1	Cpa1	match
1358	232680	CPA2	Cpa2	match
1359	12873	CPA3	Cpa3	match
1360	76703	CPB1	Cpb1	match
1361	56373	CPB2	Cpb2	match
1362	12874	CPD	Cpd	match
1363	12876	CPE	Cpe	match
1364	12740	CLDN4	Cldn4	match
1365	12739	CLDN3	Cldn3	match
1366	53624	CLDN7	Cldn7	match
1368	70574	CPM	Cpm	match
1369	93721	CPN1	Cpn1	match
1370	71756	CPN2	Cpn2	match
1371	12892	CPOX	Cpox	match
1373	227231	CPS1	Cps1	match
1374	12894	CPT1A	Cpt1a	match
1375	12895	CPT1B	Cpt1b	match
1376	12896	CPT2	Cpt2	match
1379	12946	CR1L	Cr1l	match
1380	12902	CR2	Cr2	match
1381	12903	CRABP1	Crabp1	match
1382	12904	CRABP2	Crabp2	match
1384	12908	CRAT	Crat	match
1385	12912	CREB1	Creb1	match
1386	11909	ATF2	Atf2	match
1387	12914	CREBBP	Crebbp	match
1388	12915	ATF6B	Atf6b	match
1389	232430	CREBL2	Crebl2	match
1390	12916	CREM	Crem	match
1392	12918	CRH	Crh	match
1393	12919	CRHBP	Crhbp	match
1394	12921	CRHR1	Crhr1	match
1395	12922	CRHR2	Crhr2	match
1396	12925	CRIP1	Crip1	match
1397	68337	CRIP2	Crip2	match
1398	12928	CRK	Crk	match
1399	12929	CRKL	Crkl	match
1400	12933	CRMP1	Crmp1	match
1401	12944	CRP	Crp	match
1404	12950	HAPLN1	Hapln1	match
1406	12951	CRX	Crx	match
1407	12952	CRY1	Cry1	match
1408	12953	CRY2	Cry2	match
1409	12954	CRYAA	Cryaa	match
1410	12955	CRYAB	Cryab	match
1411	12957	CRYBA1	Cryba1	match
1412	12958	CRYBA2	Cryba2	match
1413	12959	CRYBA4	Cryba4	match
1414	12960	CRYBB1	Crybb1	match
1415	12961	CRYBB2	Crybb2	match
1417	12962	CRYBB3	Crybb3	match
1418	12964	CRYGA	Cryga	match
1419	12965	CRYGB	Crygb	match
1420	12966	CRYGC	Crygc	match
1427	12970	CRYGS	Crygs	match
1428	12971	CRYM	Crym	match
1429	12972	CRYZ	Cryz	match
1431	12974	CS	Cs	match
1432	26416	MAPK14	Mapk14	match
1434	110750	CSE1L	Cse1l	match
1435	12977	CSF1	Csf1	match
1436	12978	CSF1R	Csf1r	match
1437	12981	CSF2	Csf2	match
1439	12983	CSF2RB	Csf2rb	match
1440	12985	CSF3	Csf3	match
1441	12986	CSF3R	Csf3r	match
1445	12988	CSK	Csk	match
1446	12990	CSN1S1	Csn1s1	match
1447	12991	CSN2	Csn2	match
1448	12994	CSN3	Csn3	match
1452	93687	CSNK1A1	Csnk1a1	match
1453	104318	CSNK1D	Csnk1d	match
1454	27373	CSNK1E	Csnk1e	match
1455	103236	CSNK1G2	Csnk1g2	match
1456	70425	CSNK1G3	Csnk1g3	match
1457	12995	CSNK2A1	Csnk2a1	match
1459	13000	CSNK2A2	Csnk2a2	match
1460	13001	CSNK2B	Csnk2b	match
1462	13003	VCAN	Vcan	match
1463	13004	NCAN	Ncan	match
1464	121021	CSPG4	Cspg4	match
1465	13007	CSRP1	Csrp1	match
1466	13008	CSRP2	Csrp2	match
1468	27376	SLC25A10	Slc25a10	match
1474	73720	CST6	Cst6	match
1476	13014	CSTB	Cstb	match
1477	67337	CSTF1	Cstf1	match
1478	108062	CSTF2	Cstf2	match
1479	228410	CSTF3	Cstf3	match
1482	18091	NKX2-5	Nkx2-5	match
1486	74245	CTBS	Ctbs	match
1487	13016	CTBP1	Ctbp1	match
1488	13017	CTBP2	Ctbp2	match
1489	13019	CTF1	Ctf1	match
1490	14219	CCN2	Ccn2	match
1491	107869	CTH	Cth	match
1493	12477	CTLA4	Ctla4	match
1495	12385	CTNNA1	Ctnna1	match
1496	12386	CTNNA2	Ctnna2	match
1497	83429	CTNS	Ctns	match
1499	12387	CTNNB1	Ctnnb1	match
1500	12388	CTNND1	Ctnnd1	match
1501	18163	CTNND2	Ctnnd2	match
1503	51797	CTPS1	Ctps1	match
1506	109660	CTRL	Ctrl	match
1508	13030	CTSB	Ctsb	match
1509	13033	CTSD	Ctsd	match
1510	13034	CTSE	Ctse	match
1511	13035	CTSG	Ctsg	match
1512	13036	CTSH	Ctsh	match
1513	13038	CTSK	Ctsk	match
1514	13039	CTSL	Ctsl	match
1519	229445	CTSO	Ctso	match
1520	13040	CTSS	Ctss	match
1521	13041	CTSW	Ctsw	match
1522	64138	CTSZ	Ctsz	match
1523	13047	CUX1	Cux1	match
1524	13051	CX3CR1	Cx3cr1	match
1525	13052	CXADR	Cxadr	match
1527	385380	TEX28	Tex28	match
1528	109672	CYB5A	Cyb5a	match
1534	13056	CYB561	Cyb561	match
1535	13057	CYBA	Cyba	match
1536	13058	CYBB	Cybb	match
1537	66445	CYC1	Cyc1	match
1538	67407	CYLC1	Cylc1	match
1539	74914	CYLC2	Cylc2	match
1540	74256	CYLD	Cyld	match
1543	13076	CYP1A1	Cyp1a1	match
1545	13078	CYP1B1	Cyp1b1	match
1571	13106	CYP2E1	Cyp2e1	match
1572	13107	CYP2F1	Cyp2f2	mismatch
1580	13120	CYP4B1	Cyp4b1	match
1581	13122	CYP7A1	Cyp7a1	match
1582	13124	CYP8B1	Cyp8b1	match
1583	13070	CYP11A1	Cyp11a1	match
1585	13072	CYP11B2	Cyp11b2	match
1586	13074	CYP17A1	Cyp17a1	match
1588	13075	CYP19A1	Cyp19a1	match
1589	13079	CYP21A2	Cyp21a1	mismatch
1591	13081	CYP24A1	Cyp24a1	match
1592	13082	CYP26A1	Cyp26a1	match
1593	104086	CYP27A1	Cyp27a1	match
1594	13115	CYP27B1	Cyp27b1	match
1595	13121	CYP51A1	Cyp51	human_extra_suffix
1600	13131	DAB1	Dab1	match
1601	13132	DAB2	Dab2	match
1602	13134	DACH1	Dach1	match
1603	13135	DAD1	Dad1	match
1604	13136	CD55	Cd55	match
1605	13138	DAG1	Dag1	match
1606	13139	DGKA	Dgka	match
1607	217480	DGKB	Dgkb	match
1608	110197	DGKG	Dgkg	match
1609	110524	DGKQ	Dgkq	match
1610	13142	DAO	Dao	match
1611	223453	DAP	Dap	match
1612	69635	DAPK1	Dapk1	match
1613	13144	DAPK3	Dapk3	match
1615	226414	DARS1	Dars1	match
1616	13163	DAXX	Daxx	match
1618	13164	DAZL	Dazl	match
1620	56710	BRINP1	Brinp1	match
1621	13166	DBH	Dbh	match
1622	13167	DBI	Dbi	match
1627	56320	DBN1	Dbn1	match
1628	13170	DBP	Dbp	match
1629	13171	DBT	Dbt	match
1630	13176	DCC	Dcc	match
1632	13177	ECI1	Eci1	match
1633	13178	DCK	Dck	match
1634	13179	DCN	Dcn	match
1635	320685	DCTD	Dctd	match
1636	11421	ACE	Ace	match
1638	13190	DCT	Dct	match
1639	13191	DCTN1	Dctn1	match
1641	13193	DCX	Dcx	match
1642	13194	DDB1	Ddb1	match
1643	107986	DDB2	Ddb2	match
1644	13195	DDC	Ddc	match
1647	13197	GADD45A	Gadd45a	match
1649	13198	DDIT3	Ddit3	match
1650	13200	DDOST	Ddost	match
1652	13202	DDT	Ddt	match
1653	104721	DDX1	Ddx1	match
1654	13205	DDX3X	Ddx3x	match
1655	13207	DDX5	Ddx5	match
1656	13209	DDX6	Ddx6	match
1657	240283	DMXL1	Dmxl1	match
1659	217207	DHX8	Dhx8	match
1660	13211	DHX9	Dhx9	match
1662	77591	DDX10	Ddx10	match
1663	320209	DDX11	Ddx11	match
1665	13204	DHX15	Dhx15	match
1666	67460	DECR1	Decr1	match
1671	13240	DEFA6	Defa6	match
1674	13346	DES	Des	match
1675	11537	CFD	Cfd	match
1676	13347	DFFA	Dffa	match
1677	13368	DFFB	Dffb	match
1678	30058	TIMM8A	Timm8a1	mouse_extra_suffix
1687	54722	GSDME	Gsdme	match
1690	12810	COCH	Coch	match
1716	27369	DGUOK	Dguok	match
1717	13360	DHCR7	Dhcr7	match
1718	74754	DHCR24	Dhcr24	match
1719	13361	DHFR	Dhfr	match
1723	56749	DHODH	Dhodh	match
1725	330817	DHPS	Dhps	match
1727	109754	CYB5R3	Cyb5r3	match
1728	18104	NQO1	Nqo1	match
1729	13367	DIAPH1	Diaph1	match
1730	54004	DIAPH2	Diaph2	match
1731	54204	SEPTIN1	Septin1	match
1733	13370	DIO1	Dio1	match
1734	13371	DIO2	Dio2	match
1735	107585	DIO3	Dio3	match
1736	245474	DKC1	Dkc1	match
1737	235339	DLAT	Dlat	match
1738	13382	DLD	Dld	match
1739	13383	DLG1	Dlg1	match
1740	23859	DLG2	Dlg2	match
1741	53310	DLG3	Dlg3	match
1742	13385	DLG4	Dlg4	match
1743	78920	DLST	Dlst	match
1745	13390	DLX1	Dlx1	match
1746	13392	DLX2	Dlx2	match
1747	13393	DLX3	Dlx3	match
1748	13394	DLX4	Dlx4	match
1749	13395	DLX5	Dlx5	match
1750	13396	DLX6	Dlx6	match
1755	12945	DMBT1	Dmbt1	match
1756	13405	DMD	Dmd	match
1757	192166	SARDH	Sardh	match
1758	13406	DMP1	Dmp1	match
1759	13429	DNM1	Dnm1	match
1760	13400	DMPK	Dmpk	match
1761	50796	DMRT1	Dmrt1	match
1762	13401	DMWD	Dmwd	match
1763	327762	DNA2	Dna2	match
1767	110082	DNAH5	Dnah5	match
1768	330355	DNAH6	Dnah6	match
1769	13417	DNAH8	Dnah8	match
1770	237806	DNAH9	Dnah9	match
1773	13419	DNASE1	Dnase1	match
1774	69537	DNASE1L1	Dnase1l1	match
1775	66705	DNASE1L2	Dnase1l2	match
1776	13421	DNASE1L3	Dnase1l3	match
1777	13423	DNASE2	Dnase2a	mouse_extra_suffix
1778	13424	DYNC1H1	Dync1h1	match
1780	13426	DYNC1I1	Dync1i1	match
1781	13427	DYNC1I2	Dync1i2	match
1783	234663	DYNC1LI2	Dync1li2	match
1785	13430	DNM2	Dnm2	match
1786	13433	DNMT1	Dnmt1	match
1787	13434	TRDMT1	Trdmt1	match
1788	13435	DNMT3A	Dnmt3a	match
1789	13436	DNMT3B	Dnmt3b	match
1791	21673	DNTT	Dntt	match
1793	330662	DOCK1	Dock1	match
1794	94176	DOCK2	Dock2	match
1795	208869	DOCK3	Dock3	match
1796	13448	DOK1	Dok1	match
1797	112403	DXO	Dxo	match
1798	13478	DPAGT1	Dpagt1	match
1800	13479	DPEP1	Dpep1	match
1801	116905	DPH1	Dph1	match
1802	67728	DPH2	Dph2	match
1803	13482	DPP4	Dpp4	match
1804	13483	DPP6	Dpp6	match
1805	56429	DPT	Dpt	match
1806	99586	DPYD	Dpyd	match
1807	64705	DPYS	Dpys	match
1808	12934	DPYSL2	Dpysl2	match
1809	22240	DPYSL3	Dpysl3	match
1810	13486	DR1	Dr1	match
1811	13487	SLC26A3	Slc26a3	match
1812	13488	DRD1	Drd1	match
1813	13489	DRD2	Drd2	match
1814	13490	DRD3	Drd3	match
1815	13491	DRD4	Drd4	match
1816	13492	DRD5	Drd5	match
1819	13495	DRG2	Drg2	match
1820	13496	ARID3A	Arid3a	match
1821	13497	DRP2	Drp2	match
1822	13498	ATN1	Atn1	match
1823	13505	DSC1	Dsc1	match
1824	13506	DSC2	Dsc2	match
1825	13507	DSC3	Dsc3	match
1826	13508	DSCAM	Dscam	match
1827	54720	RCAN1	Rcan1	match
1829	13511	DSG2	Dsg2	match
1830	13512	DSG3	Dsg3	match
1831	14605	TSC22D3	Tsc22d3	match
1832	109620	DSP	Dsp	match
1833	13516	EPYC	Epyc	match
1834	666279	DSPP	Dspp	match
1836	13521	SLC26A2	Slc26a2	match
1837	13527	DTNA	Dtna	match
1838	13528	DTNB	Dtnb	match
1839	15200	HBEGF	Hbegf	match
1840	14357	DTX1	Dtx1	match
1841	21915	DTYMK	Dtymk	match
1842	407800	ECM2	Ecm2	match
1843	19252	DUSP1	Dusp1	match
1844	13537	DUSP2	Dusp2	match
1845	72349	DUSP3	Dusp3	match
1846	319520	DUSP4	Dusp4	match
1847	240672	DUSP5	Dusp5	match
1848	67603	DUSP6	Dusp6	match
1849	235584	DUSP7	Dusp7	match
1850	18218	DUSP8	Dusp8	match
1852	75590	DUSP9	Dusp9	match
1854	110074	DUT	Dut	match
1855	13542	DVL1	Dvl1	match
1856	13543	DVL2	Dvl2	match
1857	13544	DVL3	Dvl3	match
1859	13548	DYRK1A	Dyrk1a	match
1861	30931	TOR1A	Tor1a	match
1869	13555	E2F1	E2f1	match
1870	242705	E2F2	E2f2	match
1871	13557	E2F3	E2f3	match
1874	104394	E2F4	E2f4	match
1875	13559	E2F5	E2f5	match
1876	50496	E2F6	E2f6	match
1877	13560	E4F1	E4f1	match
1879	13591	EBF1	Ebf1	match
1880	321019	GPR183	Gpr183	match
1889	230857	ECE1	Ece1	match
1890	72962	TYMP	Tymp	match
1891	51798	ECH1	Ech1	match
1892	93747	ECHS1	Echs1	match
1893	13601	ECM1	Ecm1	match
1894	13605	ECT2	Ect2	match
1896	13607	EDA	Eda	match
1901	13609	S1PR1	S1pr1	match
1902	14745	LPAR1	Lpar1	match
1903	13610	S1PR3	S1pr3	match
1906	13614	EDN1	Edn1	match
1907	13615	EDN2	Edn2	match
1908	13616	EDN3	Edn3	match
1909	13617	EDNRA	Ednra	match
1910	13618	EDNRB	Ednrb	match
1911	13619	PHC1	Phc1	match
1912	54383	PHC2	Phc2	match
1915	13627	EEF1A1	Eef1a1	match
1917	13628	EEF1A2	Eef1a2	match
1933	55949	EEF1B2	Eef1b2	match
1936	66656	EEF1D	Eef1d	match
1937	67160	EEF1G	Eef1g	match
1938	13629	EEF2	Eef2	match
1939	16865	EIF2D	Eif2d	match
1942	13636	EFNA1	Efna1	match
1943	13637	EFNA2	Efna2	match
1944	13638	EFNA3	Efna3	match
1945	13639	EFNA4	Efna4	match
1946	13640	EFNA5	Efna5	match
1947	13641	EFNB1	Efnb1	match
1948	13642	EFNB2	Efnb2	match
1949	13643	EFNB3	Efnb3	match
1950	13645	EGF	Egf	match
1951	107934	CELSR3	Celsr3	match
1952	53883	CELSR2	Celsr2	match
1953	230971	MEGF6	Megf6	match
1954	269878	MEGF8	Megf8	match
1955	230316	MEGF9	Megf9	match
1956	13649	EGFR	Egfr	match
1958	13653	EGR1	Egr1	match
1959	13654	EGR2	Egr2	match
1960	13655	EGR3	Egr3	match
1961	13656	EGR4	Egr4	match
1962	74147	EHHADH	Ehhadh	match
1964	66235	EIF1AX	Eif1ax	match
1965	13665	EIF2S1	Eif2s1	match
1967	209354	EIF2B1	Eif2b1	match
1968	26905	EIF2S3	Eif2s3x	mouse_extra_suffix
1969	13836	EPHA2	Epha2	match
1973	13681	EIF4A1	Eif4a1	match
1974	13682	EIF4A2	Eif4a2	match
1975	75705	EIF4B	Eif4b	match
1977	13684	EIF4E	Eif4e	match
1978	13685	EIF4EBP1	Eif4ebp1	match
1979	13688	EIF4EBP2	Eif4ebp2	match
1981	208643	EIF4G1	Eif4g1	match
1982	13690	EIF4G2	Eif4g2	match
1983	217869	EIF5	Eif5	match
1984	276770	EIF5A	Eif5a	match
1990	109901	CELA1	Cela1	match
1991	50701	ELANE	Elane	match
1993	15569	ELAVL2	Elavl2	match
1994	15568	ELAVL1	Elavl1	match
1995	15571	ELAVL3	Elavl3	match
1996	15572	ELAVL4	Elavl4	match
1997	13709	ELF1	Elf1	match
1998	69257	ELF2	Elf2	match
1999	13710	ELF3	Elf3	match
2000	56501	ELF4	Elf4	match
2001	13711	ELF5	Elf5	match
2002	13712	ELK1	Elk1	match
2004	13713	ELK3	Elk3	match
2005	13714	ELK4	Elk4	match
2006	13717	ELN	Eln	match
2009	68519	EML1	Eml1	match
2010	13726	EMD	Emd	match
2011	13728	MARK2	Mark2	match
2012	13730	EMP1	Emp1	match
2013	13731	EMP2	Emp2	match
2014	13732	EMP3	Emp3	match
2015	13733	ADGRE1	Adgre1	match
2016	13796	EMX1	Emx1	match
2017	13043	CTTN	Cttn	match
2018	13797	EMX2	Emx2	match
2019	13798	EN1	En1	match
2020	13799	EN2	En2	match
2021	13804	ENDOG	Endog	match
2022	13805	ENG	Eng	match
2023	13806	ENO1	Eno1	match
2026	13807	ENO2	Eno2	match
2027	13808	ENO3	Eno3	match
2028	13809	ENPEP	Enpep	match
2029	56205	ENSA	Ensa	match
2030	63959	SLC29A1	Slc29a1	match
2033	328572	EP300	Ep300	match
2034	13819	EPAS1	Epas1	match
2035	269587	EPB41	Epb41	match
2036	13821	EPB41L1	Epb41l1	match
2037	13822	EPB41L2	Epb41l2	match
2038	13828	EPB42	Epb42	match
2039	13829	DMTN	Dmtn	match
2040	13830	STOM	Stom	match
2041	13835	EPHA1	Epha1	match
2042	13837	EPHA3	Epha3	match
2043	13838	EPHA4	Epha4	match
2044	13839	EPHA5	Epha5	match
2045	13841	EPHA7	Epha7	match
2046	13842	EPHA8	Epha8	match
2047	270190	EPHB1	Ephb1	match
2048	13844	EPHB2	Ephb2	match
2049	13845	EPHB3	Ephb3	match
2050	13846	EPHB4	Ephb4	match
2051	13848	EPHB6	Ephb6	match
2052	13849	EPHX1	Ephx1	match
2053	13850	EPHX2	Ephx2	match
2054	13852	STX2	Stx2	match
2055	26889	CLN8	Cln8	match
2056	13856	EPO	Epo	match
2057	13857	EPOR	Epor	match
2058	107508	EPRS1	Eprs1	match
2059	13860	EPS8	Eps8	match
2060	13858	EPS15	Eps15	match
2063	13864	NR2F6	Nr2f6	match
2064	13866	ERBB2	Erbb2	match
2065	13867	ERBB3	Erbb3	match
2066	13869	ERBB4	Erbb4	match
2067	13870	ERCC1	Ercc1	match
2068	13871	ERCC2	Ercc2	match
2069	13874	EREG	Ereg	match
2070	14051	EYA4	Eya4	match
2071	13872	ERCC3	Ercc3	match
2072	50505	ERCC4	Ercc4	match
2073	22592	ERCC5	Ercc5	match
2074	319955	ERCC6	Ercc6	match
2077	13875	ERF	Erf	match
2078	13876	ERG	Erg	match
2079	13877	ERH	Erh	match
2081	78943	ERN1	Ern1	match
2091	14113	FBL	Fbl	match
2098	13885	ESD	Esd	match
2099	13982	ESR1	Esr1	match
2100	13983	ESR2	Esr2	match
2101	26379	ESRRA	Esrra	match
2103	26380	ESRRB	Esrrb	match
2104	26381	ESRRG	Esrrg	match
2107	225363	ETF1	Etf1	match
2108	110842	ETFA	Etfa	match
2109	110826	ETFB	Etfb	match
2110	66841	ETFDH	Etfdh	match
2113	23871	ETS1	Ets1	match
2114	23872	ETS2	Ets2	match
2115	14009	ETV1	Etv1	match
2116	14008	ETV2	Etv2	match
2117	27049	ETV3	Etv3	match
2118	18612	ETV4	Etv4	match
2119	104156	ETV5	Etv5	match
2120	14011	ETV6	Etv6	match
2121	59056	EVC	Evc	match
2122	14013	MECOM	Mecom	match
2123	14017	EVI2A	Evi2a	match
2124	216984	EVI2B	Evi2b	match
2125	14027	EVPL	Evpl	match
2128	14028	EVX1	Evx1	match
2130	14030	EWSR1	Ewsr1	match
2131	14042	EXT1	Ext1	match
2132	14043	EXT2	Ext2	match
2134	56219	EXTL1	Extl1	match
2135	58193	EXTL2	Extl2	match
2137	54616	EXTL3	Extl3	match
2138	14048	EYA1	Eya1	match
2139	14049	EYA2	Eya2	match
2140	14050	EYA3	Eya3	match
2145	14055	EZH1	Ezh1	match
2146	14056	EZH2	Ezh2	match
2147	14061	F2	F2	match
2149	14062	F2R	F2r	match
2150	14063	F2RL1	F2rl1	match
2151	14064	F2RL2	F2rl2	match
2152	14066	F3	F3	match
2153	14067	F5	F5	match
2155	14068	F7	F7	match
2157	14069	F8	F8	match
2158	14071	F9	F9	match
2159	14058	F10	F10	match
2160	109821	F11	F11	match
2161	58992	F12	F12	match
2162	74145	F13A1	F13a1	match
2165	14060	F13B	F13b	match
2166	14073	FAAH	Faah	match
2167	11770	FABP4	Fabp4	match
2168	14080	FABP1	Fabp1	match
2169	14079	FABP2	Fabp2	match
2170	14077	FABP3	Fabp3	match
2171	16592	FABP5	Fabp5	match
2172	16204	FABP6	Fabp6	match
2173	12140	FABP7	Fabp7	match
2175	14087	FANCA	Fanca	match
2176	14088	FANCC	Fancc	match
2177	211651	FANCD2	Fancd2	match
2178	72775	FANCE	Fance	match
2180	14081	ACSL1	Acsl1	match
2181	74205	ACSL3	Acsl3	match
2182	50790	ACSL4	Acsl4	match
2184	14085	FAH	Fah	match
2185	19229	PTK2B	Ptk2b	match
2186	207165	BPTF	Bptf	match
2187	237211	FANCB	Fancb	match
2188	100040608	FANCF	Fancf	match
2189	60534	FANCG	Fancg	match
2191	14089	FAP	Fap	match
2192	14114	FBLN1	Fbln1	match
2193	66590	FARSA	Farsa	match
2194	14104	FASN	Fasn	match
2195	14107	FAT1	Fat1	match
2196	245827	FAT2	Fat2	match
2197	14109	FAU	Fau	match
2199	14115	FBLN2	Fbln2	match
2200	14118	FBN1	Fbn1	match
2201	14119	FBN2	Fbn2	match
2202	216616	EFEMP1	Efemp1	match
2203	14121	FBP1	Fbp1	match
2205	14125	FCER1A	Fcer1a	match
2206	14126	MS4A2	Ms4a2	match
2207	14127	FCER1G	Fcer1g	match
2208	14128	FCER2	Fcer2a	mouse_extra_suffix
2209	14129	FCGR1A	Fcgr1	human_extra_suffix
2217	14132	FCGRT	Fcgrt	match
2218	246179	FKTN	Fktn	match
2219	14134	FCN1	Fcnb	mismatch
2222	14137	FDFT1	Fdft1	match
2224	110196	FDPS	Fdps	match
2230	14148	FDX1	Fdx1	match
2232	14149	FDXR	Fdxr	match
2235	14151	FECH	Fech	match
2237	14156	FEN1	Fen1	match
2239	14735	GPC4	Gpc4	match
2241	14158	FER	Fer	match
2242	14159	FES	Fes	match
2243	14161	FGA	Fga	match
2244	110135	FGB	Fgb	match
2245	14163	FGD1	Fgd1	match
2246	14164	FGF1	Fgf1	match
2247	14173	FGF2	Fgf2	match
2248	14174	FGF3	Fgf3	match
2249	14175	FGF4	Fgf4	match
2250	14176	FGF5	Fgf5	match
2251	14177	FGF6	Fgf6	match
2252	14178	FGF7	Fgf7	match
2253	14179	FGF8	Fgf8	match
2254	14180	FGF9	Fgf9	match
2255	14165	FGF10	Fgf10	match
2256	14166	FGF11	Fgf11	match
2257	14167	FGF12	Fgf12	match
2258	14168	FGF13	Fgf13	match
2259	14169	FGF14	Fgf14	match
2260	14182	FGFR1	Fgfr1	match
2261	14184	FGFR3	Fgfr3	match
2262	103978	GPC5	Gpc5	match
2263	14183	FGFR2	Fgfr2	match
2264	14186	FGFR4	Fgfr4	match
2266	99571	FGG	Fgg	match
2267	234199	FGL1	Fgl1	match
2268	14191	FGR	Fgr	match
2271	14194	FH	Fh1	mouse_extra_suffix
2272	14198	FHIT	Fhit	match
2273	14199	FHL1	Fhl1	match
2274	14200	FHL2	Fhl2	match
2275	14201	FHL3	Fhl3	match
2277	14205	VEGFD	Vegfd	match
2280	14225	FKBP1A	Fkbp1a	match
2281	14226	FKBP1B	Fkbp1b	match
2286	14227	FKBP2	Fkbp2	match
2287	30795	FKBP3	Fkbp3	match
2288	14228	FKBP4	Fkbp4	match
2289	14229	FKBP5	Fkbp5	match
2290	15228	FOXG1	Foxg1	match
2294	15227	FOXF1	Foxf1	match
2295	14238	FOXF2	Foxf2	match
2296	17300	FOXC1	Foxc1	match
