human_gene_id	mouse_gene_id	human_symbol	mouse_symbol
359	11827	AQP2	Aqp2
360	11828	AQP3	Aqp3
361	11829	AQP4	Aqp4
362	11830	AQP5	Aqp5
363	11831	AQP6	Aqp6
343	11833	AQP8	Aqp8
366	64008	AQP9	Aqp9
282679	66333	AQP11	Aqp11
9716	11834	AQR	Aqr
367	11835	AR	Ar
369	11836	ARAF	Araf
116985	69710	ARAP1	Arap1
116984	212285	ARAP2	Arap2
64411	106952	ARAP3	Arap3
83989	68675	ARB2A	Arb2a
23237	11838	ARC	Arc
372	213827	ARCN1	Arcn1
374	11839	AREG	Areg
9870	68497	AREL1	Arel1
375	11840	ARF1	Arf1
377	11842	ARF3	Arf3
378	11843	ARF4	Arf4
381	11844	ARF5	Arf5
382	11845	ARF6	Arf6
55738	228998	ARFGAP1	Arfgap1
84364	77038	ARFGAP2	Arfgap2
26286	66251	ARFGAP3	Arfgap3
10565	211673	ARFGEF1	Arfgef1
10564	99371	ARFGEF2	Arfgef2
57221	215821	ARFGEF3	Arfgef3
27236	99889	ARFIP1	Arfip1
23647	76932	ARFIP2	Arfip2
10139	76688	ARFRP1	Arfrp1
383	11846	ARG1	Arg1
384	11847	ARG2	Arg2
55082	234023	ARGLU1	Arglu1
392	228359	ARHGAP1	Arhgap1
393	171207	ARHGAP4	Arhgap4
394	11855	ARHGAP5	Arhgap5
395	11856	ARHGAP6	Arhgap6
64333	216445	ARHGAP9	Arhgap9
79658	78514	ARHGAP10	Arhgap10
9824	228482	ARHGAP11A	Arhgap11a
94134	75415	ARHGAP12	Arhgap12
55843	76117	ARHGAP15	Arhgap15
55114	70497	ARHGAP17	Arhgap17
93663	73910	ARHGAP18	Arhgap18
84986	71085	ARHGAP19	Arhgap19
57569	244867	ARHGAP20	Arhgap20
57584	71435	ARHGAP21	Arhgap21
58504	239027	ARHGAP22	Arhgap22
57636	58996	ARHGAP23	Arhgap23
83478	231532	ARHGAP24	Arhgap24
9938	232201	ARHGAP25	Arhgap25
23092	71302	ARHGAP26	Arhgap26
201176	544817	ARHGAP27	Arhgap27
79822	268970	ARHGAP28	Arhgap28
9411	214137	ARHGAP29	Arhgap29
257106	226652	ARHGAP30	Arhgap30
57514	12549	ARHGAP31	Arhgap31
9743	330914	ARHGAP32	Arhgap32
115703	233071	ARHGAP33	Arhgap33
2909	232906	ARHGAP35	Arhgap35
158763	75404	ARHGAP36	Arhgap36
80728	223666	ARHGAP39	Arhgap39
343578	545481	ARHGAP40	Arhgap40
143872	71544	ARHGAP42	Arhgap42
9912	216831	ARHGAP44	Arhgap44
23526	70719	ARHGAP45	Arhgap45
396	192662	ARHGDIA	Arhgdia
397	11857	ARHGDIB	Arhgdib
398	14570	ARHGDIG	Arhgdig
9138	16801	ARHGEF1	Arhgef1
9181	16800	ARHGEF2	Arhgef2
50650	71704	ARHGEF3	Arhgef3
50649	226970	ARHGEF4	Arhgef4
9459	73341	ARHGEF6	Arhgef6
8874	54126	ARHGEF7	Arhgef7
23229	236915	ARHGEF9	Arhgef9
9639	234094	ARHGEF10	Arhgef10
55160	72754	ARHGEF10L	Arhgef10l
9826	213498	ARHGEF11	Arhgef11
23365	69632	ARHGEF12	Arhgef12
22899	442801	ARHGEF15	Arhgef15
27237	230972	ARHGEF16	Arhgef16
9828	207212	ARHGEF17	Arhgef17
23370	102098	ARHGEF18	Arhgef18
128272	213649	ARHGEF19	Arhgef19
115557	52666	ARHGEF25	Arhgef25
26084	622434	ARHGEF26	Arhgef26
64283	110596	ARHGEF28	Arhgef28
100271715	381112	ARHGEF33	Arhgef33
389337	328967	ARHGEF37	Arhgef37
54848	77669	ARHGEF38	Arhgef38
84904	230098	ARHGEF39	Arhgef39
55701	268739	ARHGEF40	Arhgef40
8289	93760	ARID1A	Arid1a
57492	239985	ARID1B	Arid1b
196528	77044	ARID2	Arid2
1820	13496	ARID3A	Arid3a
10620	56380	ARID3B	Arid3b
138715	550619	ARID3C	Arid3c
5926	238247	ARID4A	Arid4a
51742	94246	ARID4B	Arid4b
10865	214855	ARID5A	Arid5a
84159	71371	ARID5B	Arid5b
25820	23806	ARIH1	Arih1
10425	23807	ARIH2	Arih2
494470	225743	ARK2C	Ark2c
147339	212163	ARK2N	Ark2n
400	104303	ARL1	Arl1
402	56327	ARL2	Arl2
23568	107566	ARL2BP	Arl2bp
403	56350	ARL3	Arl3
10124	11861	ARL4A	Arl4a
10123	320982	ARL4C	Arl4c
379	80981	ARL4D	Arl4d
26225	75423	ARL5A	Arl5a
221079	75869	ARL5B	Arl5b
390790	217151	ARL5C	Arl5c
84100	56297	ARL6	Arl6
23204	54208	ARL6IP1	Arl6ip1
51329	65105	ARL6IP4	Arl6ip4
10550	65106	ARL6IP5	Arl6ip5
151188	65103	ARL6IP6	Arl6ip6
127829	68724	ARL8A	Arl8a
55207	67166	ARL8B	Arl8b
132946	384185	ARL9	Arl9
285598	56795	ARL10	Arl10
115761	219144	ARL11	Arl11
392509	74448	ARL13A	Arl13a
200894	68146	ARL13B	Arl13b
80117	71619	ARL14	Arl14
120534	212772	ARL14EP	Arl14ep
644100	381142	ARL14EPL	Arl14epl
54622	218639	ARL15	Arl15
339231	70317	ARL16	Arl16
55156	74252	ARMC1	Armc1
84071	213402	ARMC2	Armc2
219681	70882	ARMC3	Armc3
79798	233912	ARMC5	Armc5
93436	76813	ARMC6	Armc6
79637	276905	ARMC7	Armc7
25852	74125	ARMC8	Armc8
80210	78795	ARMC9	Armc9
83787	67211	ARMC10	Armc10
221481	67645	ARMC12	Armc12
51309	78248	ARMCX1	Armcx1
9823	67416	ARMCX2	Armcx2
51566	71703	ARMCX3	Armcx3
100131755	100503043	ARMCX4	Armcx4
64860	494468	ARMCX5	Armcx5
54470	278097	ARMCX6	Armcx6
339541	381544	ARMH1	Armh1
101928603	666145	ARMH2	Armh2
79591	71617	ARMH3	Armh3
145407	67419	ARMH4	Armh4
405	11863	ARNT	Arnt
9915	11864	ARNT2	Arnt2
10552	56443	ARPC1A	Arpc1a
10109	76709	ARPC2	Arpc2
10094	56378	ARPC3	Arpc3
10093	68089	ARPC4	Arpc4
10092	67771	ARPC5	Arpc5
81873	74192	ARPC5L	Arpc5l
10776	59046	ARPP19	Arpp19
10777	74100	ARPP21	Arpp21
407	170735	ARR3	Arr3
408	109689	ARRB1	Arrb1
409	216869	ARRB2	Arrb2
92714	215705	ARRDC1	Arrdc1
27106	70807	ARRDC2	Arrdc2
57561	105171	ARRDC3	Arrdc3
91947	66412	ARRDC4	Arrdc4
645432	76920	ARRDC5	Arrdc5
410	11883	ARSA	Arsa
411	11881	ARSB	Arsb
22901	74008	ARSG	Arsg
340075	545260	ARSI	Arsi
79642	271970	ARSJ	Arsj
153642	77041	ARSK	Arsk
417	11870	ART1	Art1
419	109979	ART3	Art3
420	109978	ART4	Art4
116969	11875	ART5	Art5
9048	11876	ARTN	Artn
64801	68865	ARV1	Arv1
421	11877	ARVCF	Arvcf
170302	11878	ARX	Arx
57412	57344	AS3MT	As3mt
427	11886	ASAH1	Asah1
56624	54447	ASAH2	Asah2
50807	13196	ASAP1	Asap1
8853	211914	ASAP2	Asap2
55616	230837	ASAP3	Asap3
51665	65247	ASB1	Asb1
51676	65256	ASB2	Asb2
51666	65255	ASB4	Asb4
140458	76294	ASB5	Asb5
140459	72323	ASB6	Asb6
140460	117589	ASB7	Asb7
140461	78541	ASB8	Asb8
140462	69299	ASB9	Asb9
136371	117590	ASB10	Asb10
140456	68854	ASB11	Asb11
142689	70392	ASB12	Asb12
79754	142688	ASB13	Asb13
142686	142687	ASB14	Asb14
142685	78910	ASB15	Asb15
92591	217217	ASB16	Asb16
127247	66772	ASB17	Asb17
401036	208372	ASB18	Asb18
51008	69090	ASCC1	Ascc1
84164	75452	ASCC2	Ascc2
10973	77987	ASCC3	Ascc3
429	17172	ASCL1	Ascl1
430	17173	ASCL2	Ascl2
56676	56787	ASCL3	Ascl3
121549	67341	ASCL4	Ascl4
647219	226439	ASCL5	Ascl5
110599588	110599589	ASDURF	Asdurf
25842	66403	ASF1A	Asf1a
55723	66929	ASF1B	Asf1b
432	11889	ASGR1	Asgr1
433	11890	ASGR2	Asgr2
55870	192195	ASH1L	Ash1l
9070	23808	ASH2L	Ash2l
41	11419	ASIC1	Asic1
40	11418	ASIC2	Asic2
9311	171209	ASIC3	Asic3
55515	241118	ASIC4	Asic4
51802	58170	ASIC5	Asic5
435	109900	ASL	Asl
438	107626	ASMT	Asmt
440	27053	ASNS	Asns
54529	70396	ASNSD1	Asnsd1
443	11484	ASPA	Aspa
554235	68352	ASPDH	Aspdh
374569	104816	ASPG	Aspg
444	65973	ASPH	Asph
253982	233879	ASPHD1	Asphd1
57168	72898	ASPHD2	Asphd2
259266	12316	ASPM	Aspm
54829	66695	ASPN	Aspn
151516	67855	ASPRV1	Asprv1
79058	68938	ASPSCR1	Aspscr1
80150	66514	ASRGL1	Asrgl1
445	11898	ASS1	Ass1
28990	66595	ASTE1	Aste1
431705	215095	ASTL	Astl
460	11899	ASTN1	Astn1
23245	56079	ASTN2	Astn2
171023	228790	ASXL1	Asxl1
55252	75302	ASXL2	Asxl2
80816	211961	ASXL3	Asxl3
136991	74068	ASZ1	Asz1
84896	67979	ATAD1	Atad1
29028	70472	ATAD2	Atad2
54454	320817	ATAD2B	Atad2b
79915	237877	ATAD5	Atad5
79969	73242	ATAT1	Atat1
85300	16467	ATCAY	Atcay
11101	11907	ATE1	Ate1
1386	11909	ATF2	Atf2
467	11910	ATF3	Atf3
468	11911	ATF4	Atf4
22809	107503	ATF5	Atf5
22926	226641	ATF6	Atf6
1388	12915	ATF6B	Atf6b
11016	223922	ATF7	Atf7
55729	54343	ATF7IP	Atf7ip
23130	329015	ATG2A	Atg2a
55102	76559	ATG2B	Atg2b
64422	67841	ATG3	Atg3
115201	666468	ATG4A	Atg4a
23192	66615	ATG4B	Atg4b
84938	242557	ATG4C	Atg4c
84971	235040	ATG4D	Atg4d
9474	11793	ATG5	Atg5
10533	74244	ATG7	Atg7
79065	245860	ATG9A	Atg9a
285973	213948	ATG9B	Atg9b
83734	66795	ATG10	Atg10
9140	67526	ATG12	Atg12
9776	51897	ATG13	Atg13
22863	100504663	ATG14	Atg14
55054	77040	ATG16L1	Atg16l1
89849	73683	ATG16L2	Atg16l2
60673	68118	ATG101	Atg101
471	108147	ATIC	Atic
51062	73991	ATL1	Atl1
64225	56298	ATL2	Atl2
25923	109168	ATL3	Atl3
472	11920	ATM	Atm
23300	234776	ATMIN	Atmin
1822	13498	ATN1	Atn1
474	11921	ATOH1	Atoh1
220202	53404	ATOH7	Atoh7
84913	71093	ATOH8	Atoh8
56204	235493	ATOSA	Atosa
80256	230088	ATOSB	Atosb
475	11927	ATOX1	Atox1
476	11928	ATP1A1	Atp1a1
477	98660	ATP1A2	Atp1a2
478	232975	ATP1A3	Atp1a3
480	27222	ATP1A4	Atp1a4
481	11931	ATP1B1	Atp1b1
482	11932	ATP1B2	Atp1b2
483	11933	ATP1B3	Atp1b3
23439	67821	ATP1B4	Atp1b4
487	11937	ATP2A1	Atp2a1
488	11938	ATP2A2	Atp2a2
489	53313	ATP2A3	Atp2a3
490	67972	ATP2B1	Atp2b1
491	11941	ATP2B2	Atp2b2
492	320707	ATP2B3	Atp2b3
493	381290	ATP2B4	Atp2b4
27032	235574	ATP2C1	Atp2c1
9914	69047	ATP2C2	Atp2c2
495	11944	ATP4A	Atp4a
496	11945	ATP4B	Atp4b
498	11946	ATP5F1A	Atp5f1a
506	11947	ATP5F1B	Atp5f1b
509	11949	ATP5F1C	Atp5f1c
513	66043	ATP5F1D	Atp5f1d
514	67126	ATP5F1E	Atp5f1e
93974	11983	ATP5IF1	Atp5if1
516	11951	ATP5MC1	Atp5mc1
517	67942	ATP5MC2	Atp5mc2
518	228033	ATP5MC3	Atp5mc3
521	11958	ATP5ME	Atp5me
10632	27425	ATP5MG	Atp5mg
9556	70257	ATP5MJ	Atp5mj
515	11950	ATP5PB	Atp5pb
10476	71679	ATP5PD	Atp5pd
522	11957	ATP5PF	Atp5pf
539	28080	ATP5PO	Atp5po
4508	17705	ATP6	ATP6
537	54411	ATP6AP1	Atp6ap1
10159	70495	ATP6AP2	Atp6ap2
535	11975	ATP6V0A1	Atp6v0a1
23545	21871	ATP6V0A2	Atp6v0a2
50617	140494	ATP6V0A4	Atp6v0a4
533	114143	ATP6V0B	Atp6v0b
527	11984	ATP6V0C	Atp6v0c
9114	11972	ATP6V0D1	Atp6v0d1
245972	242341	ATP6V0D2	Atp6v0d2
8992	11974	ATP6V0E1	Atp6v0e
155066	76252	ATP6V0E2	Atp6v0e2
523	11964	ATP6V1A	Atp6v1a
525	110935	ATP6V1B1	Atp6v1b1
526	11966	ATP6V1B2	Atp6v1b2
528	66335	ATP6V1C1	Atp6v1c1
245973	68775	ATP6V1C2	Atp6v1c2
51382	73834	ATP6V1D	Atp6v1d
529	11973	ATP6V1E1	Atp6v1e1
90423	74915	ATP6V1E2	Atp6v1e2
9296	66144	ATP6V1F	Atp6v1f
9550	66290	ATP6V1G1	Atp6v1g1
534	66237	ATP6V1G2	Atp6v1g2
127124	338375	ATP6V1G3	Atp6v1g3
51606	108664	ATP6V1H	Atp6v1h
538	11977	ATP7A	Atp7a
540	11979	ATP7B	Atp7b
4509	17706	ATP8	ATP8
10396	11980	ATP8A1	Atp8a1
51761	50769	ATP8A2	Atp8a2
5205	54670	ATP8B1	Atp8b1
57198	54667	ATP8B2	Atp8b2
148229	67331	ATP8B3	Atp8b3
79895	241633	ATP8B4	Atp8b4
10079	11981	ATP9A	Atp9a
374868	50771	ATP9B	Atp9b
57194	11982	ATP10A	Atp10a
23120	319767	ATP10B	Atp10b
23250	50770	ATP11A	Atp11a
23200	76295	ATP11B	Atp11b
286410	320940	ATP11C	Atp11c
479	192113	ATP12A	Atp12a
57130	170759	ATP13A1	Atp13a1
23400	74772	ATP13A2	Atp13a2
79572	224088	ATP13A3	Atp13a3
84239	224079	ATP13A4	Atp13a4
344905	268878	ATP13A5	Atp13a5
91419	68876	ATP23	Atp23
64756	230649	ATPAF1	Atpaf1
91647	246782	ATPAF2	Atpaf2
134145	68073	ATPSCKMT	Atpsckmt
545	245000	ATR	Atr
51374	381629	ATRAID	Atraid
84126	235610	ATRIP	Atrip
8455	11990	ATRN	Atrn
26033	226255	ATRNL1	Atrnl1
546	22589	ATRX	Atrx
6310	20238	ATXN1	Atxn1
342371	52335	ATXN1L	Atxn1l
6311	20239	ATXN2	Atxn2
11273	233871	ATXN2L	Atxn2l
4287	110616	ATXN3	Atxn3
6314	246103	ATXN7	Atxn7
222255	380753	ATXN7L1	Atxn7l1
127002	72522	ATXN7L2	Atxn7l2
56970	217218	ATXN7L3	Atxn7l3
552889	382423	ATXN7L3B	Atxn7l3b
25814	54138	ATXN10	Atxn10
549	11992	AUH	Auh
79000	69885	AUNIP	Aunip
550	11993	AUP1	Aup1
6790	20878	AURKA	Aurka
54998	66077	AURKAIP1	Aurkaip1
9212	20877	AURKB	Aurkb
26053	319974	AUTS2	Auts2
57099	74268	AVEN	Aven
10677	11567	AVIL	Avil
23080	78937	AVL9	Avl9
551	11998	AVP	Avp
60370	69534	AVPI1	Avpi1
552	54140	AVPR1A	Avpr1a
553	26361	AVPR1B	Avpr1b
554	12000	AVPR2	Avpr2
158833	245533	AWAT1	Awat1
158835	245532	AWAT2	Awat2
126859	77352	AXDND1	Axdnd1
8312	12005	AXIN1	Axin1
8313	12006	AXIN2	Axin2
558	26362	AXL	Axl
563	12007	AZGP1	Azgp1
64343	27215	AZI2	Azi2
51582	54375	AZIN1	Azin1
113451	242669	AZIN2	Azin2
567	12010	B2M	B2m
8706	26879	B3GALNT1	B3galnt1
148789	97884	B3GALNT2	B3galnt2
8708	26877	B3GALT1	B3galt1
8707	26878	B3GALT2	B3galt2
8705	54218	B3GALT4	B3galt4
10317	93961	B3GALT5	B3galt5
126792	117592	B3GALT6	B3galt6
100288842	102637973	B3GALT9	B3galt9
27087	76898	B3GAT1	B3gat1
135152	280645	B3GAT2	B3gat2
26229	72727	B3GAT3	B3gat3
145173	381694	B3GLCT	B3glct
10678	53625	B3GNT2	B3gnt2
10331	72297	B3GNT3	B3gnt3
79369	231727	B3GNT4	B3gnt4
84002	108105	B3GNT5	B3gnt5
192134	272411	B3GNT6	B3gnt6
93010	227327	B3GNT7	B3gnt7
374907	232984	B3GNT8	B3gnt8
84752	97440	B3GNT9	B3gnt9
2583	14421	B4GALNT1	B4galnt1
124872	14422	B4GALNT2	B4galnt2
283358	330406	B4GALNT3	B4galnt3
338707	330671	B4GALNT4	B4galnt4
2683	14595	B4GALT1	B4galt1
8704	53418	B4GALT2	B4galt2
8703	57370	B4GALT3	B4galt3
8702	56375	B4GALT4	B4galt4
9334	56336	B4GALT5	B4galt5
9331	56386	B4GALT6	B4galt6
11285	218271	B4GALT7	B4galt7
11041	108902	B4GAT1	B4gat1
27077	27078	B9D1	B9d1
80776	232987	B9D2	B9d2
79870	118452	BAALC	Baalc
570	12012	BAAT	Baat
29086	68251	BABAM1	Babam1
9577	107976	BABAM2	Babam2
124944	104457	BACC1	Bacc1
23621	23821	BACE1	Bace1
25825	56175	BACE2	Bace2
571	12013	BACH1	Bach1
60468	12014	BACH2	Bach2
572	12015	BAD	Bad
573	12017	BAG1	Bag1
9532	213539	BAG2	Bag2
9531	29810	BAG3	Bag3
9530	67384	BAG4	Bag4
9529	70369	BAG5	Bag5
7917	224727	BAG6	Bag6
57597	268515	BAHCC1	Bahcc1
22893	228536	BAHD1	Bahd1
10458	108100	BAIAP2	Baiap2
55971	66898	BAIAP2L1	Baiap2l1
80115	207495	BAIAP2L2	Baiap2l2
8938	545192	BAIAP3	Baiap3
578	12018	BAK1	Bak1
25805	68010	BAMBI	Bambi
8815	23825	BANF1	Banf1
140836	403171	BANF2	Banf2
55024	242248	BANK1	Bank1
54971	53325	BANP	Banp
8314	104416	BAP1	Bap1
580	12021	BARD1	Bard1
56751	54422	BARHL1	Barhl1
343472	104382	BARHL2	Barhl2
56033	12022	BARX1	Barx1
8538	12023	BARX2	Barx2
10409	70350	BASP1	Basp1
10538	53314	BATF	Batf
116071	74481	BATF2	Batf2
55509	381319	BATF3	Batf3
581	12028	BAX	Bax
11177	217578	BAZ1A	Baz1a
9031	22385	BAZ1B	Baz1b
11176	116848	BAZ2A	Baz2a
29994	407823	BAZ2B	Baz2b
27113	170770	BBC3	Bbc3
92482	100503572	BBIP1	Bbip1
79095	73737	BBLN	Bbln
80127	72873	BBOF1	Bbof1
8424	170442	BBOX1	Bbox1
582	52028	BBS1	Bbs1
583	67378	BBS2	Bbs2
585	102774	BBS4	Bbs4
129880	72569	BBS5	Bbs5
55212	71492	BBS7	Bbs7
27241	319845	BBS9	Bbs9
79738	71769	BBS10	Bbs10
166379	241950	BBS12	Bbs12
56987	70508	BBX	Bbx
4059	57278	BCAM	Bcam
63827	12032	BCAN	Bcan
10134	27061	BCAP31	Bcap31
9564	12927	BCAR1	Bcar1
8412	29815	BCAR3	Bcar3
8537	76960	BCAS1	Bcas1
10286	68183	BCAS2	Bcas2
54828	192197	BCAS3	Bcas3
586	12035	BCAT1	Bcat1
587	12036	BCAT2	Bcat2
56647	66165	BCCIP	Bccip
144233	75284	BCDIN3D	Bcdin3d
590	12038	BCHE	Bche
593	12039	BCKDHA	Bckdha
594	12040	BCKDHB	Bckdhb
10295	12041	BCKDK	Bckdk
596	12043	BCL2	Bcl2
598	12048	BCL2L1	Bcl2l1
599	12050	BCL2L2	Bcl2l2
10017	12049	BCL2L10	Bcl2l10
10018	12125	BCL2L11	Bcl2l11
83596	75736	BCL2L12	Bcl2l12
23786	94044	BCL2L13	Bcl2l13
79370	66813	BCL2L14	Bcl2l14
440603	229672	BCL2L15	Bcl2l15
602	12051	BCL3	Bcl3
604	12053	BCL6	Bcl6
255877	12029	BCL6B	Bcl6b
605	77045	BCL7A	Bcl7a
9275	12054	BCL7B	Bcl7b
9274	12055	BCL7C	Bcl7c
607	77578	BCL9	Bcl9
283149	80288	BCL9L	Bcl9l
8915	12042	BCL10	Bcl10
53335	14025	BCL11A	Bcl11a
64919	58208	BCL11B	Bcl11b
9774	72567	BCLAF1	Bclaf1
256643	382252	BCLAF3	Bclaf3
53630	63857	BCO1	Bco1
83875	170752	BCO2	Bco2
54880	71458	BCOR	Bcor
63035	320376	BCORL1	Bcorl1
613	110279	BCR	Bcr
617	66821	BCS1L	Bcs1l
622	71911	BDH1	Bdh1
56898	69772	BDH2	Bdh2
623	12061	BDKRB1	Bdkrb1
624	12062	BDKRB2	Bdkrb2
627	12064	BDNF	Bdnf
55814	544971	BDP1	Bdp1
146227	65115	BEAN1	Bean1
8678	56208	BECN1	Becn1
57596	380785	BEGAIN	Begain
57673	331623	BEND3	Bend3
389206	666938	BEND4	Bend4
79656	67621	BEND5	Bend5
221336	320705	BEND6	Bend6
222389	209645	BEND7	Bend7
7439	24115	BEST1	Best1
54831	212989	BEST2	Best2
144453	382427	BEST3	Best3
10282	12068	BET1	Bet1
51272	54399	BET1L	Bet1l
27018	12070	BEX3	Bex3
51283	67118	BFAR	Bfar
631	12075	BFSP1	Bfsp1
8419	107993	BFSP2	Bfsp2
633	12111	BGN	Bgn
727857	320522	BHLHA9	Bhlha9
168620	17341	BHLHA15	Bhlha15
27319	59058	BHLHE22	Bhlhe22
128408	140489	BHLHE23	Bhlhe23
8553	20893	BHLHE40	Bhlhe40
79365	79362	BHLHE41	Bhlhe41
635	12116	BHMT	Bhmt
23743	64918	BHMT2	Bhmt2
80114	83675	BICC1	Bicc1
636	12121	BICD1	Bicd1
23299	76895	BICD2	Bicd2
92558	75665	BICDL1	Bicdl1
146439	212733	BICDL2	Bicdl2
29998	243842	BICRA	Bicra
23506	210982	BICRAL	Bicral
637	12122	BID	Bid
638	12124	BIK	Bik
274	30948	BIN1	Bin1
51411	668218	BIN2	Bin2
55909	57784	BIN3	Bin3
329	11797	BIRC2	Birc2
330	11796	BIRC3	Birc3
332	11799	BIRC5	Birc5
57448	12211	BIRC6	Birc6
79444	329581	BIRC7	Birc7
28970	70984	BKGD	4931406C07Rik
10904	53619	BLCAP	Blcap
640	12143	BLK	Blk
641	12144	BLM	Blm
642	104184	BLMH	Blmh
29760	17060	BLNK	Blnk
2647	14533	BLOC1S1	Bloc1s1
282991	73689	BLOC1S2	Bloc1s2
388552	232946	BLOC1S3	Bloc1s3
55330	117197	BLOC1S4	Bloc1s4
63915	17828	BLOC1S5	Bloc1s5
26258	18457	BLOC1S6	Bloc1s6
84162	229227	BLTP1	Bltp1
9703	72503	BLTP2	Bltp2
54887	224648	BLTP3A	Bltp3a
23074	75089	BLTP3B	Bltp3b
644	109778	BLVRA	Blvra
645	233016	BLVRB	Blvrb
8548	66352	BLZF1	Blzf1
406	11865	BMAL1	Bmal1
56938	272322	BMAL2	Bmal2
89927	67254	BMERB1	Bmerb1
90427	171543	BMF	Bmf
649	12153	BMP1	Bmp1
650	12156	BMP2	Bmp2
55589	140780	BMP2K	Bmp2k
651	110075	BMP3	Bmp3
652	12159	BMP4	Bmp4
653	12160	BMP5	Bmp5
654	12161	BMP6	Bmp6
655	12162	BMP7	Bmp7
27302	12154	BMP10	Bmp10
9210	12155	BMP15	Bmp15
168667	73230	BMPER	Bmper
657	12166	BMPR1A	Bmpr1a
658	12167	BMPR1B	Bmpr1b
659	12168	BMPR2	Bmpr2
9790	213895	BMS1	Bms1
660	12169	BMX	Bmx
646	12173	BNC1	Bnc1
54796	242509	BNC2	Bnc2
662	224630	BNIP1	Bnip1
663	12175	BNIP2	Bnip2
664	12176	BNIP3	Bnip3
389384	207819	BNIP5	Bnip5
149428	171388	BNIPL	Bnipl
91653	117606	BOC	Boc
91272	69556	BOD1	Bod1
259282	665775	BOD1L1	Bod1l
666	51800	BOK	Bok
51027	69168	BOLA1	Bola1
388962	78653	BOLA3	Bola3
66037	75388	BOLL	Boll
23246	12181	BOP1	Bop1
79866	77744	BORA	Bora
118426	67774	BORCS5	Borcs5
54785	71923	BORCS6	Borcs6
119032	66439	BORCS7	Borcs7
729991	72368	BORCS8	Borcs8
669	12183	BPGM	Bpgm
670	68021	BPHL	Bphl
671	329547	BPI	Bpi
51297	18843	BPIFA1	Bpifa1
140683	19194	BPIFA2	Bpifa2
128861	73388	BPIFA3	Bpifa3
92747	228801	BPIFB1	Bpifb1
80341	66557	BPIFB2	Bpifb2
359710	378700	BPIFB3	Bpifb3
149954	381399	BPIFB4	Bpifb4
128859	228796	BPIFB6	Bpifb6
254240	270757	BPIFC	Bpifc
10380	23827	BPNT1	Bpnt1
54928	242291	BPNT2	Bpnt2
2186	207165	BPTF	Bptf
673	109880	BRAF	Braf
8315	72399	BRAP	Brap
221927	231841	BRAT1	Brat1
672	12189	BRCA1	Brca1
675	12190	BRCA2	Brca2
79184	210766	BRCC3	Brcc3
23774	223770	BRD1	Brd1
6046	14312	BRD2	Brd2
8019	67382	BRD3	Brd3
266655	100504116	BRD3OS	Brd3os
23476	57261	BRD4	Brd4
29117	26992	BRD7	Brd7
10902	78656	BRD8	Brd8
65980	105246	BRD9	Brd9
158358	240613	BRD10	Brd10
676	114642	BRDT	Brdt
2972	72308	BRF1	Brf1
55290	66653	BRF2	Brf2
25798	55950	BRI3	Bri3
140707	76809	BRI3BP	Bri3bp
283870	319259	BRICD5	Bricd5
1620	56710	BRINP1	Brinp1
57795	240843	BRINP2	Brinp2
339479	215378	BRINP3	Brinp3
83990	237911	BRIP1	Brip1
55299	67832	BRIX1	Brix1
55845	101314	BRK1	Brk1
79173	74666	BRME1	Brme1
25855	107392	BRMS1	Brms1
84312	52592	BRMS1L	Brms1l
148362	71678	BROX	Brox
7862	78783	BRPF1	Brpf1
27154	268936	BRPF3	Brpf3
680	12209	BRS3	Brs3
84446	381979	BRSK1	Brsk1
9024	75770	BRSK2	Brsk2
54014	93871	BRWD1	Brwd1
254065	382236	BRWD3	Brwd3
26580	14705	BSCL2	Bscl2
55108	100383	BSDC1	Bsdc1
682	12215	BSG	Bsg
8927	12217	BSN	Bsn
7809	140475	BSND	Bsnd
100131137	330470	BSPH1	Bsph1
54836	192120	BSPRY	Bspry
683	12182	BST1	Bst1
684	69550	BST2	Bst2
390259	244813	BSX	Bsx
9044	107182	BTAF1	Btaf1
53339	83962	BTBD1	Btbd1
55643	208198	BTBD2	Btbd2
22903	228662	BTBD3	Btbd3
90135	399566	BTBD6	Btbd6
55727	238386	BTBD7	Btbd7
284697	100503185	BTBD8	Btbd8
114781	224671	BTBD9	Btbd9
84280	68815	BTBD10	Btbd10
118663	330660	BTBD16	Btbd16
388419	72014	BTBD17	Btbd17
643376	100270744	BTBD18	Btbd18
149478	78611	BTBD19	Btbd19
685	12223	BTC	Btc
686	26363	BTD	Btd
689	218490	BTF3	Btf3
91408	70533	BTF3L4	Btf3l4
694	12226	BTG1	Btg1
7832	12227	BTG2	Btg2
10950	12228	BTG3	Btg3
54766	56057	BTG4	Btg4
695	12229	BTK	Btk
151888	208154	BTLA	Btla
696	12231	BTN1A1	Btn1a1
56244	547431	BTNL2	Btnl2
153579	237754	BTNL9	Btnl9
8945	12234	BTRC	Btrc
699	12235	BUB1	Bub1
701	12236	BUB1B	Bub1b
9184	12237	BUB3	Bub3
84811	215051	BUD13	Bud13
114049	66138	BUD23	Bud23
8896	231889	BUD31	Bud31
705	53414	BYSL	Bysl
9689	66882	BZW1	Bzw1
28969	66912	BZW2	Bzw2
10438	57316	C1D	C1d
56913	94192	C1GALT1	C1galt1
29071	59048	C1GALT1C1	C1galt1c1
712	12259	C1QA	C1qa
713	12260	C1QB	C1qb
708	12261	C1QBP	C1qbp
714	12262	C1QC	C1qc
